Name,Coordinates,Population
Surian,"30.4551, 53.651",20000
Nasushiobara,"36.97682, 140.06642",115794
Siem Reap,"13.36179, 103.86056",139458
Hino,"35.0, 136.25",21149
Troparëvo,"55.65625, 37.48496",118000
Labinsk,"44.63417, 40.73556",61945
Las Nazarenas,"-13.15465, -74.21553",14316
Vinzons,"14.1737, 122.9066",13617
Bois-d'Arcy,"48.79966, 2.02325",13475
Nanao,"37.04816, 136.96795",45309
Kobayashi,"31.98333, 130.98333",44154
Ohafia-Ifigh,"5.61455, 7.81191",73355
Ipoti,"7.87377, 5.07691",82113
Dutse,"11.75618, 9.33896",17129
Sa Kaeo,"13.81411, 102.07222",28497
Moshi,"-3.35, 37.33333",201150
Krylovskaya,"46.31944, 39.97111",14605
Banī ‘Ubayd,"27.95243, 30.78082",46060
Nzagi,"-8.38549, 15.30126",60000
Quitilipi,"-26.86913, -60.21683",32083
Endeavour Hills,"-37.97695, 145.25866",24455
Tacloban,"11.24333, 125.00472",242089
Taal,"13.87992, 120.92311",39745
Mapandan,"16.0248, 120.4547",11165
Makilala,"6.95167, 125.09694",13829
Candaba,"15.0956, 120.8267",47326
Bauang,"16.53083, 120.33306",17109
Kalat,"29.02663, 66.59361",26701
Dajal,"29.55769, 70.37614",17630
Hunedoara,"45.75, 22.9",69136
Qalqīlyah,"32.18966, 34.97063",43212
Azenha,"41.07651, -8.62468",12260
Michalovce,"48.75434, 21.9195",40360
Mennzel Bou Zelfa,"36.68312, 10.58431",18551
Yinzhu,"35.87861, 119.97528",75656
Shituo,"29.71613, 107.13564",26144
Jianshan,"31.43396, 108.89533",17334
Viçosa,"-9.37139, -36.24083",19573
Garanhuns,"-8.88202, -36.50216",110085
Juiz de Fora,"-21.76417, -43.35028",573285
Danforth East York,"43.68947, -79.3314",17180
Uruzgān,"32.92775, 66.63253",13388
Villach,"46.61028, 13.85583",58882
Roxburgh Park,"-37.62581, 144.92555",24129
Genève,"46.20222, 6.14569",183981
Barracas,"-34.64966, -58.38341",77474
San Carlos Centro,"-31.72864, -61.09192",10465
Stadt Winterthur (Kreis 1),"47.49494, 8.71954",16182
Tervuren,"50.82372, 4.51418",20623
Sunlou,"34.66667, 116.58333",46941
Puji,"36.13194, 119.72111",52563
Santa Ana,"9.32125, -74.56848",13950
Andalucía,"4.17061, -76.16641",18132
Manzanillo,"20.34173, -77.12126",128188
Matsuura,"33.34058, 129.69504",23566
Makutano,"1.25881, 35.09569",28469
Trecate,"45.43399, 8.7364",19430
Pūranpur,"28.51283, 80.14829",39988
Sūknah,"29.06941, 15.78266",12077
La Condamine,"43.73439, 7.42024",12167
Fuvahmulah,"-0.29878, 73.42403",11140
Salina Cruz,"16.17535, -95.19424",76596
Jalālābād,"27.72625, 79.65523",35051
Gurmatkāl,"16.86773, 77.39088",18236
Maebashi,"36.4, 139.08333",282711
Zabré,"11.1825, -0.63222",21726
União da Vitória,"-26.23, -51.08639",48741
Canela,"-29.35622, -50.81357",33528
Cacoal,"-11.43861, -61.44722",55560
Manaoag,"16.0438, 120.4861",59115
Bocaue,"14.79833, 120.92611",98649
Brzeg,"50.86079, 17.4674",38259
Cicciano,"40.96402, 14.53487",12639
Umi,"33.56826, 130.51009",39772
Algés,"38.70245, -9.22936",19327
Esgueira,"40.64899, -8.62943",13431
Xiaogan,"30.92689, 113.92221",908266
Shixia,"33.7834, 105.38769",11072
Mahe,"34.33611, 105.39722",10497
Nidderau,"50.23805, 8.86704",20090
Leichlingen,"51.10628, 7.01873",27885
Detroit-Shoreway,"41.47772, -81.72991",17382
Roma,"26.40526, -99.01581",10223
Pretoria,"-25.74486, 28.18783",1619438
Chamartín,"40.46206, -3.6766",140000
Kemisē,"10.71668, 39.86997",43800
Les Ponts-de-Cé,"47.42315, -0.52477",12915
Pelabuhanratu,"-6.9875, 106.55139",109523
Bara Uchāna,"29.46747, 76.17798",15830
Lalitpur,"24.69007, 78.41915",126475
Jhinjhāna,"29.52118, 77.2247",19711
Dhāmnod,"22.20928, 75.47057",29681
Troon,"55.54359, -4.66335",14680
Umirim,"-3.67722, -39.35028",12220
Sertanópolis,"-23.05861, -51.03639",13903
Nyasvizh,"53.2189, 26.6779",12847
Ashmyany,"54.421, 25.936",14345
Happy Valley,"-35.08333, 138.53333",11531
Highett,"-37.95, 145.05",12016
Münchenstein,"47.51848, 7.60966",11644
Heishan,"41.68917, 122.11278",68603
Groß-Zimmern,"49.8741, 8.82898",13870
Mayen,"50.32797, 7.22277",19414
Majdal Shams,"33.27029, 35.7716",11180
Sundargarh,"22.11667, 84.03333",41705
Someshwar,"13.49112, 75.06646",22137
Phaltan,"17.99113, 74.43177",53202
Fameck,"49.29895, 6.10915",12291
Épinay-sur-Seine,"48.9535, 2.31514",46145
Panevėžys,"55.73186, 24.35983",85885
Parla,"40.23604, -3.76752",115611
Vauréal,"49.03333, 2.03333",20699
Newport,"39.09145, -84.49578",15354
Port Sudan,"19.61745, 37.21644",489725
De Pere,"44.44888, -88.06038",24724
Clearlake,"38.95823, -122.62637",15182
Bagale,"-26.06566, 27.64765",16087
Southgate,"42.21393, -83.19381",29293
Jackson,"32.29876, -90.18481",170674
Port Arthur,"29.88519, -93.94233",55340
Shihui,"29.57177, 108.61017",15205
Hanjia,"29.29524, 108.16132",108430
Baojia,"30.07673, 107.28371",13452
Nantianhu,"29.70098, 107.92053",11543
Dasmariñas,"14.32944, 120.93667",441876
Noveleta,"14.42922, 120.87989",37299
Laoag,"18.1978, 120.5957",102105
Starachowice,"51.0374, 21.07126",53739
Kimamba,"-6.78333, 37.13333",11235
La Mira,"18.03349, -102.32566",13415
Ogoudou,"5.89674, -5.15792",19158
Dublin,"32.54044, -82.90375",16197
San Sebastiano,"45.65192, 10.25681",23228
Cimahi,"-6.87222, 107.5425",568400
Ron,"15.69935, 75.73408",22593
Peddapalli,"18.61357, 79.37442",33582
Moirāng,"24.4975, 93.77791",17103
Mariāni,"26.65725, 94.31529",23640
Kadiri,"14.11168, 78.15982",81498
Dīnānagar,"32.13664, 75.47291",23339
Balasore,"21.49266, 86.93348",114321
Alīganj,"27.49358, 79.17127",26652
Zavolzhsk,"57.48198, 42.13821",12847
Drezna,"55.74208, 38.84753",11386
Mutum,"-19.8, -41.43833",12582
Arcos,"-20.28194, -45.53944",33355
Saurimo,"-9.66078, 20.39155",393000
Klosterneuburg,"48.30521, 16.32522",15614
Rivervale,"-31.95546, 115.91306",10897
Pont-à-Celles,"50.50518, 4.36887",15909
Ixelles,"50.83333, 4.36667",86671
San Francisco,"15.35566, 120.84001",19570
Zapopan,"20.72356, -103.38479",1476491
Kwale,"5.70773, 6.43402",20226
Pio Duran,"13.02928, 123.44496",13249
Dębno,"52.73901, 14.698",13804
Naushahra Virkan,"31.96258, 73.97117",40853
Zhenzhou,"32.28034, 119.16999",176006
Wujia,"29.63482, 105.3911",34549
Licheng,"31.42813, 119.48353",72276
Jiangmen,"22.58333, 113.08333",1795459
Harbin,"45.75, 126.65",5242897
Barri de les Corts,"41.38697, 2.13472",46412
Fürstenfeldbruck,"48.17904, 11.2547",33533
Weißenburg in Bayern,"49.03095, 10.97221",18578
Wadersloh,"51.73333, 8.25",13173
Wächtersbach,"50.25511, 9.29564",12464
Boortmeerbeek,"50.97929, 4.57443",11570
Obra,"24.41863, 82.98797",56110
Nellikkuppam,"11.77554, 79.67016",44423
Mihona,"26.28373, 78.98048",15830
Bāpatla,"15.90422, 80.46743",70117
Levoberezhnyy,"55.85, 37.48333",52000
Kurtamysh,"54.91028, 64.43194",17936
Mitte,"52.52003, 13.40489",102338
Kümmersbruck,"49.41917, 11.88833",10365
Isernhagen Farster Bauerschaft,"52.47093, 9.84179",22601
Tena,"-0.9938, -77.81286",17172
Rota,"36.62364, -6.35997",29179
Baraboo,"43.47109, -89.74429",12155
Guthrie,"35.87894, -97.42532",11270
Brownsville,"25.90175, -97.49748",183887
Bellevue,"41.13667, -95.89084",55510
Shangyun,"23.05191, 99.82838",44918
Linyi,"35.06306, 118.34278",2743843
Qingsheng,"29.31834, 105.51096",13636
Hostafrancs,"41.37694, 2.14306",15954
Mions,"45.66302, 4.95292",11424
Les Clayes-sous-Bois,"48.82206, 1.98677",17776
Vicente Noble,"18.38443, -71.18009",11060
Schriesheim,"49.47372, 8.6636",14379
Greenlawn,"40.86899, -73.36512",13742
Saronno,"45.62513, 9.03517",38099
Palestrina,"41.83274, 12.88178",14925
Solin,"43.5432, 16.49314",20996
Kabanjahe,"3.1001, 98.4908",73581
Toshām,"28.86993, 75.9165",12528
Mangalam,"9.76473, 78.64037",11379
Lisburn,"54.52337, -6.03527",77506
Efkarpía,"40.68797, 22.95348",13905
Berck-Plage,"50.40704, 1.56446",15675
Nakano,"36.75, 138.36667",42664
Santa Cruz,"14.9127, 120.56659",15408
Palayan City,"15.5415, 121.0848",23742
Maru,"12.3336, 6.40372",11496
Pantai Remis,"4.4557, 100.6288",16317
Denderleeuw,"50.88506, 4.07601",16969
Djidja,"7.34436, 1.93447",23781
Favoriten,"48.16116, 16.38233",201882
Pacific Pines,"-27.93994, 153.31436",16605
Petit Grabo,"5.26902, -7.31421",16054
Winchester,"36.12997, -115.11889",27978
Mukalla,"14.54248, 49.12424",566000
Utsunomiya,"36.56667, 139.88333",449865
Sambalpur,"21.46527, 83.97573",162887
Saint-Just-Saint-Rambert,"45.49973, 4.24141",14313
Nice,"43.70313, 7.26608",342669
Heusenstamm,"50.05553, 8.80076",19012
Holbæk,"55.7175, 11.71279",29608
Oxford,"51.75222, -1.25596",162100
Pompéia,"-22.10861, -50.17167",18015
Cubal,"-13.03865, 14.2455",90367
Steffisburg,"46.77807, 7.63249",15709
Pully,"46.51027, 6.66183",16263
Zetel,"53.41667, 7.98333",11684
Tauberbischofsheim,"49.62472, 9.66278",13293
Bangolo,"7.01232, -7.48639",21861
San Giovanni a Teduccio,"40.83808, 14.30606",23839
Ōami,"35.51667, 140.31667",53239
El Harhoura,"33.94483, -6.93106",16773
Vasilevo,"41.47408, 22.64301",12382
Cegrane,"41.83889, 20.97583",12523
Sant'Antimo,"40.94223, 14.23476",33561
Caserta,"41.07262, 14.33231",72844
Vezirköprü,"41.14361, 35.45472",25155
Sultanbeyli,"40.96072, 29.27067",286622
Santa Cruz,"14.6, 120.98333",126735
Ehen Hudag,"39.21074, 101.66898",16798
The Beaches,"43.67372, -79.29539",21567
el Camp d'en Grassot i Gràcia Nova,"41.40634, 2.16503",34356
Avion,"50.41038, 2.83053",18470
Libreville,"0.39241, 9.45356",846090
Belsize Park,"51.54767, -0.17228",11600
Heywood,"53.59245, -2.21941",28024
Hofheim am Taunus,"50.09019, 8.4493",37750
Freital,"51.00166, 13.6488",39027
Cambridge,"52.2, 0.11667",145674
Brive-la-Gaillarde,"45.1589, 1.53326",53466
Steinen,"47.64446, 7.73914",10128
Kemp Mill,"39.039, -77.01914",12564
Glassboro,"39.70289, -75.11184",19216
Keokuk,"40.39727, -91.38487",10609
Salem,"42.51954, -70.89672",42869
Douglas,"31.34455, -109.54534",16592
Piedmont,"37.82437, -122.23163",11376
Canyon,"34.98033, -101.9188",14887
Gresham,"45.49818, -122.43148",110553
San Jose Village,"14.96823, 145.61998",15000
Ezequiel Montes,"20.66481, -99.8996",14053
Bontoc,"17.08731, 120.97685",10440
Piekary Śląskie,"50.38017, 18.92653",59757
Xiuying,"20.00073, 110.29359",290000
Daxing,"39.74025, 116.32693",104904
Mali,"34.66463, 104.69781",42260
Brussels,"50.85045, 4.34878",1019022
Anderlues,"50.40704, 4.27136",11597
Goor,"52.23333, 6.58611",11460
Veshnyaki,"55.72393, 37.81952",122000
Novaya Usman’,"51.6301, 39.4128",22165
Baksan,"43.68374, 43.53507",37519
Tarko-Sale,"64.91611, 77.77457",18568
Beloyarskiy,"56.7584, 61.4143",12438
Geeste,"52.6, 7.26667",11281
Dillenburg,"50.74114, 8.28699",24461
Blaubeuren,"48.41215, 9.78427",11797
Sāqultah,"26.65817, 31.67137",34273
Fāqūs,"30.72816, 31.79697",116945
Samarate,"45.6241, 8.78507",14172
Oleggio,"45.59674, 8.64213",12655
Nagykőrös,"47.03419, 19.77857",23517
Manāsa,"24.47764, 75.14095",24078
Jhūsi,"25.43745, 81.9055",16642
Arifwala,"30.29058, 73.06574",87360
Kanel,"15.4916, -13.17627",12975
Araklı,"40.93854, 40.05842",29917
Bobrynets,"48.05674, 32.1655",10758
Boca Del Mar,"26.34508, -80.14671",24244
Rossmoor,"33.78557, -118.08506",10244
Anthem,"33.86726, -112.14682",21700
Rexburg,"43.82602, -111.78969",27663
Ladson,"32.98573, -80.10981",13790
Ledyard,"41.43982, -72.01424",15212
Hanson,"42.0751, -70.88004",10209
Datta,"5.9363, -5.32465",10095
Ocean City,"39.27762, -74.5746",11355
Queens Village,"40.72677, -73.74152",51919
Ravenna,"41.15756, -81.24205",11619
Molodohvardiisk,"48.34511, 39.65244",22449
Lakes by the Bay,"25.57233, -80.32533",11422
Sousse,"35.82539, 10.63699",164123
Mashiko,"36.46667, 140.1",26045
Goundam,"16.41453, -3.67075",19400
Kiffa,"16.62073, -11.40208",62051
Chambersburg,"39.93759, -77.6611",20691
Petersburg,"37.22793, -77.40193",32477
San Nicolás de Bari,"22.78444, -81.91333",14914
Hagen,"52.19629, 7.98041",13412
Mawāna,"29.10288, 77.92199",76973
Kāndi,"23.95946, 88.04018",54848
Beauvais,"49.43333, 2.08333",53393
Palmas,"-10.16745, -48.32766",306296
Gumare,"-19.36917, 22.16167",11572
Resistencia,"-27.46056, -58.98389",290793
Ashmore,"-27.98883, 153.37647",11902
Benbrook,"32.67319, -97.46058",22629
Easton,"40.68843, -75.22073",26915
Los Banos,"37.05828, -120.84992",37457
Camano,"48.17399, -122.52821",14202
Centralia,"46.71621, -122.9543",16753
San Ramón,"-11.12417, -75.35733",14708
Saviano,"40.90507, 14.50498",13110
Ischia,"40.73793, 13.94862",18564
Civitavecchia,"42.09325, 11.79674",47543
‘Anat al Qadīmah,"34.46934, 41.94223",19719
Sonqor,"34.78187, 47.59945",43174
Vykhino-Zhulebino,"55.70196, 37.81178",216000
Pavlovskaya,"46.1377, 39.7832",31133
Medvedovskaya,"45.45151, 39.02485",16941
Argun,"43.29289, 45.86691",28100
Bulan,"12.67139, 123.875",28529
Abuyog,"10.747, 125.0107",15632
Pryluky,"50.59323, 32.38761",52553
Phak Hai,"14.45736, 100.36989",19386
San Fernando,"15.03425, 120.68445",251248
Pandacaqui,"15.1719, 120.65457",28603
Morong,"14.67889, 120.26611",16117
Kiamba,"5.98944, 124.62417",10979
Tomé,"-36.61756, -72.95593",46698
Alto Hospicio,"-20.26871, -70.1049",108375
Nanga Eboko,"4.68333, 12.36667",28518
Berchem,"51.19021, 4.43264",43511
Werl,"51.55493, 7.91403",32149
Tübingen,"48.52266, 9.05222",83416
Berga,"42.10429, 1.84628",17160
Glasgow,"55.86515, -4.25763",626410
Lorsch,"49.65, 8.56667",12744
Hamminkeln,"51.73262, 6.59031",27433
Bushey,"51.64316, -0.36053",17380
Náousa,"40.62944, 22.06806",19887
Dumbéa,"-22.15757, 166.4572",19346
Waalwijk,"51.6825, 5.07083",45610
Malaṅgawā,"26.85658, 85.5594",20284
Alto Molocue,"-15.63556, 37.68833",49019
Tillabéri,"14.20711, 1.45418",30822
Nong Chik,"6.84356, 101.17803",11385
Saruhanlı,"38.73455, 27.56811",12947
Woerden,"52.085, 4.88333",48431
Malazgirt,"39.1465, 42.53536",26108
Volochysk,"49.53606, 26.20681",18474
Novotroyitske,"46.35088, 34.33245",10647
Vernal,"40.45552, -109.52875",11200
Burien,"47.47038, -122.34679",50467
Graaff Reinet,"-32.25215, 24.53075",62896
Nocera Superiore,"40.74248, 14.67447",23452
Chust,"41.00329, 71.23791",64966
Flagstaff,"-31.08042, 29.49522",12280
Oakland,"41.01315, -74.26431",13165
Red Bank,"40.34705, -74.06431",12204
Holbrook,"40.81232, -73.07844",27195
Lake Grove,"40.85288, -73.11511",11235
Moss Point,"30.41159, -88.53446",13654
Obispos,"8.60701, -70.10489",17440
Batu,"-7.87, 112.52833",213046
Tirupati,"13.63551, 79.41989",250821
Mūndwa,"27.0631, 73.82304",17465
Karārī,"25.45241, 81.42675",14403
South Hayling,"50.78773, -0.97697",15485
Lincoln,"53.22683, -0.53792",103813
Níkaia,"37.96667, 23.65",89380
Porvoo,"60.39233, 25.66507",51135
Sannois,"48.96667, 2.25",26869
Sandachō,"34.88444, 135.22694",132858
Kaset Sombun,"16.28053, 101.95422",16996
Krasnogorskiy,"54.6025, 61.231",13603
Ciudad Satelite,"-16.43085, -71.52921",76410
Yangzhou,"33.22192, 107.54267",64349
Puerto Santander,"8.36361, -72.4063",16275
El Playón,"7.47131, -73.2031",12966
Alquízar,"22.80517, -82.58392",15275
Leinefelde-Worbis,"51.38796, 10.3262",13740
Udi,"6.31592, 7.42086",14998
Gondiā,"21.46026, 80.19205",124897
Toyoshina,"36.29991, 137.90108",27834
Chaudfontaine,"50.5828, 5.6341",20960
Mandaguaçu,"-23.34722, -52.09528",14866
Apiaí,"-24.50944, -48.8425",18259
Jian’ou,"27.04146, 118.31897",59187
Floridablanca,"7.06222, -73.08644",267591
Angermünde,"53.01499, 13.99924",15453
Ighram,"36.46295, 4.50532",15030
Portoviejo,"-1.05458, -80.45445",321800
Ludwigsburg,"48.89731, 9.19161",87603
Loschwitz,"51.05386, 13.81393",20696
Lauingen,"48.56775, 10.42706",11068
Kissing,"48.30375, 10.97088",11150
Ciudad Lázaro Cárdenas,"17.97066, -102.22124",79200
Sulphur Springs,"33.13845, -95.60107",16098
Albany,"42.65258, -73.75623",98469
Aubenas,"44.61975, 4.39033",13134
Ormskirk,"53.56685, -2.88178",24073
Oldbury,"52.5, -2.01667",10830
Luton,"51.87967, -0.41748",225262
Le Gosier,"16.20618, -61.49306",28698
Bale Robe,"7.12294, 40.00412",31400
Asaita,"11.56838, 41.43869",39400
L'Union,"43.66042, 1.48264",12139
Miskolc,"48.10306, 20.77806",154521
Kencong,"-8.28333, 113.36667",43046
Gap,"44.55858, 6.07868",42715
Sehore,"23.2, 77.08333",99284
Pudukkottai,"10.38128, 78.82141",112118
Medak,"18.04531, 78.26078",44351
Choi Hung,"22.33548, 114.20638",14773
Shui Chuen O,"22.37161, 114.19778",19719
Victoria,"13.17722, 121.27806",10088
Nogliki,"51.79917, 143.13871",10098
Iriba,"15.11667, 22.25",47972
Kamalasai,"16.33839, 103.57564",23393
Liwale,"-9.76667, 37.93333",19296
Lousã,"40.11673, -8.24921",11445
Călineşti,"44.81667, 25.05",10419
Kiliya,"45.44445, 29.26396",19540
Beato António,"38.73327, -9.10335",12737
Villanova,"41.96357, 12.75633",15117
Bidbid,"23.40787, 58.1283",21188
Gandevi,"20.81214, 72.99811",16240
Rio Branco,"-9.97472, -67.81",419452
Langford,"48.44963, -123.50261",35342
Laurentides,"47.13336, -72.28239",12710
Lutes Mountain,"46.13544, -64.90504",16311
Sainte-Catherine,"46.31836, -72.56632",16211
Wychwood,"43.67757, -79.4218",14349
General José de San Martín,"-26.53743, -59.34158",31758
Durango,"43.17124, -2.6338",28229
Saint-Médard-en-Jalles,"44.8955, -0.71779",29742
Bedburg,"50.99258, 6.57128",24937
Oued Sly,"36.10124, 1.19949",30504
Arles,"43.67681, 4.63031",53431
Earl Shilton,"52.57682, -1.31536",19578
Schwarzenbach an der Saale,"50.22279, 11.93504",11375
Biloxi,"30.39603, -88.88531",45637
Cornelius,"35.4868, -80.86007",28092
Lewisville,"36.09708, -80.41922",13567
Midlothian,"32.48236, -96.99445",22318
Summit,"41.78809, -87.81033",11389
Coldwater,"41.94033, -85.00052",10844
Saint Peter,"44.32358, -93.95801",11196
Altadena,"34.18973, -118.13118",42777
Latur,"18.39721, 76.56784",348967
Jangaon,"17.72602, 79.15236",47558
Hoskote,"13.0707, 77.79814",41236
Ad Dasmah,"29.365, 48.00139",17585
Papakura,"-37.06573, 174.94393",27680
Tabalosos,"-6.35, -76.68333",14744
Sidi Bou Othmane,"31.90226, -7.94169",10025
Reçani,"31.28318, -4.26565",20469
Veracruz,"19.18095, -96.1429",428323
Ciudad de Chiautla de Tapia,"18.3, -98.60389",10320
Sidi Rahal,"33.47739, -7.93641",22525
Rîşcani,"47.94792, 27.56376",12893
Dračevo,"41.93667, 21.52167",10605
Ciudad Valles,"21.99631, -99.01093",124644
Jalpa de Méndez,"18.17633, -93.063",15695
Apaseo el Grande,"20.54495, -100.68462",26121
Vom,"9.7291, 8.79138",12000
Ambarawa,"-7.26333, 110.3975",63193
Udhampur,"32.92431, 75.13573",80447
Sivagiri,"9.34461, 77.42911",20772
Saidpur,"25.53749, 83.22378",22904
Govardhan,"27.49658, 77.46263",20044
Gopāmau,"27.53468, 80.28507",13581
Faizpur,"21.16766, 75.86006",24534
Gajuwaka,"17.7, 83.21667",258944
Silapathar,"27.59441, 94.72402",22307
Yurihonjō,"39.3895, 140.05813",76077
Saito,"32.08199, 131.39957",29262
Githunguri,"-1.05754, 36.77625",63319
George Town,"19.2866, -81.37436",29370
Noda,"35.94897, 139.86793",154114
Semiluki,"51.6821, 39.0302",26257
Petushki,"55.92721, 39.46072",15866
Lakhtinskiy,"59.99521, 30.14717",10000
Zaozërsk,"69.40135, 32.44837",13429
Bambang,"16.3865, 121.1066",22831
Bulihan,"14.2782, 120.99503",13979
Sodhri,"32.46211, 74.18207",15977
Będzin,"50.32607, 19.12565",58236
Tovarkovo,"54.67617, 35.9386",13708
Sibay,"52.71806, 58.66583",61590
Sector 3,"44.4234, 26.16874",385439
Anamizu,"37.23333, 136.9",17840
Wakayama,"34.23333, 135.16667",351000
Zhuxi,"29.53614, 105.66685",34113
Weituo,"30.03983, 106.14701",36068
Shuikou,"23.98372, 115.89581",62321
Hebi,"35.89917, 114.1925",634721
Bayan Hot,"38.83861, 105.66861",94445
Acheng,"45.54558, 126.95191",144665
Guchang,"29.48684, 105.58863",18327
Guapí,"2.57082, -77.88542",13853
Pardubice,"50.04075, 15.77659",88520
Alcorcón,"40.34582, -3.82487",167967
Yabēlo,"4.88333, 38.08333",36300
Hamina,"60.56974, 27.19794",21712
Willow Grove,"40.144, -75.11573",15726
Lędziny,"50.14264, 19.13149",16305
Jabālyā,"31.5272, 34.48347",168568
Tongxi,"30.00047, 106.13043",29699
Atwater,"37.34772, -120.60908",29237
Lincoln,"38.89156, -121.29301",49757
Loma Linda,"34.04835, -117.26115",24045
Port Orchard,"47.54037, -122.63625",13607
Thái Nguyên,"21.59422, 105.84817",249004
Phủ Lý,"20.54531, 105.91221",31801
Vredenburg,"-32.90719, 17.98997",38382
Dakar,"14.6937, -17.44406",2646503
Dhabad,"6.43167, 46.46194",36000
Ban Ratsada,"7.90963, 98.40248",33534
Chantilly,"38.89428, -77.4311",23039
Holliston,"42.2001, -71.4245",14010
Marshall,"44.4469, -95.78835",13652
Lodi,"40.88232, -74.0832",24835
Pearl River,"41.05899, -74.02181",15876
Salinópolis,"-0.62099, -47.35422",40998
Prudentópolis,"-25.21306, -50.97778",19611
Caçapava,"-23.10083, -45.70694",72340
Balneário Camboriú,"-26.99056, -48.63472",49100
Anār Darah,"32.7587, 61.65397",10023
Morningside,"-27.46165, 153.07511",10176
Zhuji,"29.71877, 120.24233",110721
Bartolomé Masó,"20.16635, -76.94291",53024
Al Ḩirāk,"32.74948, 36.30582",23784
Bua Yai,"15.58552, 102.42587",16832
Turhal,"40.3875, 36.08111",110884
Geiro,"-6.15, 36.86667",37909
Shamva,"-17.31159, 31.57561",10317
Escanaba,"45.74525, -87.06458",12334
Valley Stream,"40.66427, -73.70846",37962
Kerugoya,"-0.49887, 37.28031",30045
Manp’o,"41.15472, 126.28944",116760
Buluangan,"10.38707, 123.3381",12249
Lamego,"41.09741, -7.80991",10928
Piribebuy,"-25.46498, -57.04183",10337
Itārsi,"22.61477, 77.76222",100574
Ghogha,"21.68813, 72.2763",11361
Dum Duma,"27.56884, 95.55664",21706
Falāvarjān,"32.5553, 51.50973",49843
Hazelmere,"-29.59665, 31.04358",10605
Thérmi,"40.54712, 23.01967",14373
Metapán,"14.33333, -89.45",19143
Phu Kradueng,"16.88425, 101.88467",16079
Zyablikovo,"55.61667, 37.76667",129000
Sergiyev Posad,"56.31204, 38.13869",109252
Kastanayevo,"55.71667, 37.5",20000
Buguruslan,"53.6554, 52.442",53511
Sakakah,"29.96974, 40.20641",128332
Columbia,"38.44366, -90.20122",10191
Simao,"22.78863, 100.97481",296565
Ferizaj,"42.37056, 21.15528",59504
